Phrase	IPA	SoundsLike	DisplayAs
胃うっ血		イウッケツ	胃うっ血
胃運動機能障害		イウンドウキノウショウガイ	胃運動機能障害
胃運動亢進症		イウンドウコウシンショウ	胃運動亢進症
胃液欠乏		イエキケツボウ	胃液欠乏
胃液分泌過多		イエキブンピカタ	胃液分泌過多
胃炎		イエン	胃炎
イエンセン病		イエンセンビョウ	イエンセン病
イカアレルギー		イカアレルギー	イカアレルギー
胃潰瘍		イカイヨウ	胃潰瘍
胃潰瘍瘢痕		イカイヨウハンコン	胃潰瘍瘢痕
胃拡張		イカクチョウ	胃拡張
胃過形成ポリープ		イカケイセイポリープ	胃過形成ポリープ
胃下垂		イカスイ	胃下垂
胃カルチノイド		イカルチノイド	胃カルチノイド
胃管癌		イカンガン	胃管癌
異汗症		イカンショウ	異汗症
異汗性湿疹		イカンセイシッシン	異汗性湿疹
易感染性		イカンセンセイ	易感染性
胃間葉系腫瘍		イカンヨウケイシュヨウ	胃間葉系腫瘍
胃癌		イガン	胃癌
胃癌検診		イガンケンシン	胃癌検診
胃癌骨転移		イガンコツテンイ	胃癌骨転移
胃癌末期		イガンマッキ	胃癌末期
息切れ		イキギレ	息切れ
胃奇形腫		イキケイシュ	胃奇形腫
胃機能亢進		イキノウコウシン	胃機能亢進
胃狭窄		イキョウサク	胃狭窄
意義不明の単クローン性免疫グロブリン血症		イギフメイノタンクローンセイメンエキグロブリンケッショウ	意義不明の単クローン性免疫グロブリン血症
胃空腸周囲炎		イクウチョウシュウイエン	胃空腸周囲炎
育児相談		イクジソウダン	育児相談
イクラアレルギー		イクラアレルギー	イクラアレルギー
胃クローン病		イクローンビョウ	胃クローン病
異形吸虫症		イケイキュウチュウショウ	異形吸虫症
異型狭心症		イケイキョウシンショウ	異型狭心症
異形恐怖		イケイキョウフ	異形恐怖
胃憩室症		イケイシツショウ	胃憩室症
異型脂肪腫様腫瘍		イケイシボウシュヨウシュヨウ	異型脂肪腫様腫瘍
異型猩紅熱		イケイショウコウネツ	異型猩紅熱
異形成性小脳神経節細胞腫		イケイセイセイショウノウシンケイセツサイボウシュ	異形成性小脳神経節細胞腫
異形成母斑		イケイセイボハン	異形成母斑
異形成母斑症候群		イケイセイボハンショウコウグン	異形成母斑症候群
異型線維黄色腫		イケイセンイオウショクシュ	異型線維黄色腫
異型乳管過形成		イケイニュウカンカケイセイ	異型乳管過形成
異型白癬		イケイハクセン	異型白癬
異型ポルフィリン症		イケイポルフィリンショウ	異型ポルフィリン症
異型輸血後ショック		イケイユケツゴショック	異型輸血後ショック
異型リンパ球増加症		イケイリンパキュウゾウカショウ	異型リンパ球増加症
胃痙攣		イケイレン	胃痙攣
胃結核		イケッカク	胃結核
胃血管拡張症		イケッカンカクチョウショウ	胃血管拡張症
胃血管腫		イケッカンシュ	胃血管腫
胃結腸瘻		イケッチョウロウ	胃結腸瘻
医原性気胸		イゲンセイキキョウ	医原性気胸
医原性新生児低血糖		イゲンセイシンセイジテイケットウ	医原性新生児低血糖
医原性脱毛症		イゲンセイダツモウショウ	医原性脱毛症
医原性低血糖症		イゲンセイテイケットウショウ	医原性低血糖症
医原性副腎皮質機能低下症		イゲンセイフクジンヒシツキノウテイカショウ	医原性副腎皮質機能低下症
医原性緑内障		イゲンセイリョクナイショウ	医原性緑内障
胃原発絨毛癌		イゲンパツジュウモウガン	胃原発絨毛癌
移行型髄膜腫		イコウガタズイマクシュ	移行型髄膜腫
胃サルコイドーシス		イサルコイドーシス	胃サルコイドーシス
遺残坐骨動脈		イザンザコツドウミャク	遺残坐骨動脈
遺残性頚動脈脳底動脈吻合		イザンセイケイドウミャクノウテイドウミャクフンゴウ	遺残性頚動脈脳底動脈吻合
遺残性三叉神経動脈		イザンセイサンサシンケイドウミャク	遺残性三叉神経動脈
遺残性耳神経動脈		イザンセイジシンケイドウミャク	遺残性耳神経動脈
遺残性舌下神経動脈		イザンセイゼッカシンケイドウミャク	遺残性舌下神経動脈
遺残胆石症		イザンタンセキショウ	遺残胆石症
遺残半月		イザンハンゲツ	遺残半月
意識混濁		イシキコンダク	意識混濁
意識障害		イシキショウガイ	意識障害
意識消失		イシキショウシツ	意識消失
意識不明		イシキフメイ	意識不明
易刺激性		イシゲキセイ	易刺激性
胃脂肪腫		イシボウシュ	胃脂肪腫
胃脂肪肉腫		イシボウニクシュ	胃脂肪肉腫
胃周囲炎		イシュウイエン	胃周囲炎
胃周囲リンパ節転移		イシュウイリンパセツテンイ	胃周囲リンパ節転移
萎縮型加齢黄斑変性		イシュクガタカレイオウハンヘンセイ	萎縮型加齢黄斑変性
萎縮腎		イシュクジン	萎縮腎
萎縮性胃炎		イシュクセイイエン	萎縮性胃炎
萎縮性咽頭炎		イシュクセイイントウエン	萎縮性咽頭炎
萎縮性角結膜炎		イシュクセイカクケツマクエン	萎縮性角結膜炎
萎縮性化生性胃炎		イシュクセイカセイセイイエン	萎縮性化生性胃炎
萎縮性肝硬変		イシュクセイカンコウヘン	萎縮性肝硬変
萎縮性甲状腺炎		イシュクセイコウジョウセンエン	萎縮性甲状腺炎
萎縮性喉頭炎		イシュクセイコウトウエン	萎縮性喉頭炎
萎縮性喉頭気管炎		イシュクセイコウトウキカンエン	萎縮性喉頭気管炎
萎縮性水腎症		イシュクセイスイジンショウ	萎縮性水腎症
萎縮性声帯炎		イシュクセイセイタイエン	萎縮性声帯炎
萎縮性脱毛症		イシュクセイダツモウショウ	萎縮性脱毛症
萎縮性腟炎		イシュクセイチツエン	萎縮性腟炎
萎縮性肺気腫		イシュクセイハイキシュ	萎縮性肺気腫
萎縮性瘢痕		イシュクセイハンコン	萎縮性瘢痕
萎縮性鼻炎		イシュクセイビエン	萎縮性鼻炎
萎縮膀胱		イシュクボウコウ	萎縮膀胱
異種生体弁置換術後		イシュセイタイベンチカンジュツゴ	異種生体弁置換術後
胃出血		イシュッケツ	胃出血
胃腫瘍		イシュヨウ	胃腫瘍
胃腫瘤		イシュリュウ	胃腫瘤
胃消化管間質腫瘍		イショウカカンカンシツシュヨウ	胃消化管間質腫瘍
胃小弯部癌		イショウワンブガン	胃小弯部癌
移植拒絶における腎尿細管間質性障害		イショクキョゼツニオケルジンニョウサイカンカンシツセイショウガイ	移植拒絶における腎尿細管間質性障害
移植後リンパ増殖性疾患		イショクゴリンパゾウショクセイシッカン	移植後リンパ増殖性疾患
移植歯		イショクシ	移植歯
移植歯不全		イショクシフゼン	移植歯不全
異食症		イショクショウ	異食症
移植人工血管感染		イショクジンコウケッカンカンセン	移植人工血管感染
移植性虹彩のう胞		イショクセイコウサイノウホウ	移植性虹彩のう胞
移植性前房のう胞		イショクセイゼンボウノウホウ	移植性前房のう胞
移植性毛様体のう胞		イショクセイモウヨウタイノウホウ	移植性毛様体のう胞
胃食道逆流症		イショクドウギャクリュウショウ	胃食道逆流症
移植片拒絶		イショクヘンキョゼツ	移植片拒絶
移植片対宿主病		イショクヘンタイシュクシュビョウ	移植片対宿主病
異所性ＡＣＴＨ産生腫瘍		イショセイＡＣＴＨサンセイシュヨウ	異所性ＡＣＴＨ産生腫瘍
異所性ＡＣＴＨ産生症候群		イショセイＡＣＴＨサンセイショウコウグン	異所性ＡＣＴＨ産生症候群
異所性ＡＤＨ産生腫瘍		イショセイＡＤＨサンセイシュヨウ	異所性ＡＤＨ産生腫瘍
異所性ＧＨＲＨ産生腫瘍		イショセイＧＨＲＨサンセイシュヨウ	異所性ＧＨＲＨ産生腫瘍
異所性胃粘膜		イショセイイネンマク	異所性胃粘膜
異所性灰白質		イショセイカイハクシツ	異所性灰白質
異所性褐色細胞腫		イショセイカッショクサイボウシュ	異所性褐色細胞腫
異所性胸腺		イショセイキョウセン	異所性胸腺
異所性甲状腺		イショセイコウジョウセン	異所性甲状腺
異所性甲状腺腫		イショセイコウジョウセンシュ	異所性甲状腺腫
異所性心室調律		イショセイシンシツチョウリツ	異所性心室調律
異所性心房調律		イショセイシンボウチョウリツ	異所性心房調律
異所性心房頻拍		イショセイシンボウヒンパク	異所性心房頻拍
異所性腎		イショセイジン	異所性腎
異所性膵		イショセイスイ	異所性膵
異所性精巣		イショセイセイソウ	異所性精巣
